0.45 CG1304-PA 10 19553993 19554881 0 6.19554263.19554392.6.19552342.19552486 6 19554263 19554392 6 19552342 19552486 | 10 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8515452.8516515.2.8502674.8503589 2 8515452 8516515 2 8502674 8503589 | 8 10 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8515565.8515880.2.8506169.8506941 2 8515565 8515880 2 8506169 8506941 | 16 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8517117.8517417.2.8502361.8502927 2 8517117 8517417 2 8502361 8502927 | 8 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8517931.8518113.2.8506219.8506430 2 8517931 8518113 2 8506219 8506430 | 1 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8518013.8519020.2.8505092.8506139 2 8518013 8519020 2 8505092 8506139 | 2 8 11 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8518155.8518355.2.8508456.8508876 2 8518155 8518355 2 8508456 8508876 | 8 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8518667.8519120.2.8497461.8498059 2 8518667 8519120 2 8497461 8498059 | 8 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8518772.8519186.2.8500624.8500772 2 8518772 8519186 2 8500624 8500772 | 1 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8518777.8519133.2.8506253.8506919 2 8518777 8519133 2 8506253 8506919 | 13 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8518887.8519388.2.8502448.8503253 2 8518887 8519388 2 8502448 8503253 | 8 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8519049.8519586.2.8504341.8504719 2 8519049 8519586 2 8504341 8504719 | 8 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8519459.8520189.2.8500848.8501422 2 8519459 8520189 2 8500848 8501422 | 11 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8520297.8520531.2.8500705.8501011 2 8520297 8520531 2 8500705 8501011 | 2 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8520302.8520938.2.8506776.8507738 2 8520302 8520938 2 8506776 8507738 | 1 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8520627.8520944.2.8504443.8505167 2 8520627 8520944 2 8504443 8505167 | 8 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8521181.8521640.2.8500872.8501546 2 8521181 8521640 2 8500872 8501546 | 10 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8521285.8522177.2.8505627.8506574 2 8521285 8522177 2 8505627 8506574 | 8 13 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8521316.8521943.2.8500015.8500622 2 8521316 8521943 2 8500015 8500622 | 2 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8521399.8521697.2.8497398.8498626 2 8521399 8521697 2 8497398 8498626 | 8 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8522363.8522666.2.8500416.8500977 2 8522363 8522666 2 8500416 8500977 | 8 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8522665.8523089.2.8504448.8504908 2 8522665 8523089 2 8504448 8504908 | 10 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8523294.8523810.2.8508231.8508724 2 8523294 8523810 2 8508231 8508724 | 4 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8523601.8524857.2.8505317.8506307 2 8523601 8524857 2 8505317 8506307 | 1 8 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8524267.8526072.2.8502756.8503632 2 8524267 8526072 2 8502756 8503632 | 13 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8524938.8525442.2.8502118.8502457 2 8524938 8525442 2 8502118 8502457 | 1 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8525769.8526265.2.8508383.8508564 2 8525769 8526265 2 8508383 8508564 | 2 
1.0 CG6533-PA 4866 8514312 8515242 1 2.8526404.8526534.2.8501627.8501861 2 8526404 8526534 2 8501627 8501861 | 8 
0.03 CG9668-PA 4878 16436297 16447066 0 2.16436393.16436679.2.16436383.16436623 2 16436393 16436679 2 16436383 16436623 | 6 
0.23 CG3558-PC 4903 2870350 2875945 0 0.2878120.2878467.0.2874676.2874987 0 2878120 2878467 0 2874676 2874987 | 8 
0.16 CG5028-PB 4925 21018077 21020883 0 3.21020804.21021122.3.21020433.21020796 3 21020804 21021122 3 21020433 21020796 | 5 
1.0 CG40485-PB 4930 20791755 20793020 1 6.20806163.20806306.6.20788149.20788531 6 20806163 20806306 6 20788149 20788531 | 1 2 3 4 6 10 11 13 15 16 17 19 20 
1.0 CG1024-PB 4937 2104914 2106805 1 3.2110307.2110557.3.2102352.2102621 3 2110307 2110557 3 2102352 2102621 | 13 
0.03 CG11221-PA 4940 6516113 6529361 0 0.6520362.6520638.0.6520260.6520540 0 6520362 6520638 0 6520260 6520540 | 6 
0.11 CG15099-PA 4945 15372408 15381456 0 1.15373139.15373361.1.15368904.15369127 1 15373139 15373361 1 15368904 15369127 | 8 
0.10 CG10462-PA 4970 19234847 19238563 0 0.19235090.19235412.0.19235056.19235334 0 19235090 19235412 0 19235056 19235334 | 5 
0.21 CG15669-PI 4988 17943873 17958658 0 1.17958006.17958344.1.17955209.17955542 1 17958006 17958344 1 17955209 17955542 | 9 
0.24 CG3184-PA 5042 6184709 6185870 1 6.6186841.6186934.6.6185593.6185708 6 6186841 6186934 6 6185593 6185708 | 13 
0.20 CG11750-PA 5118 10678328 10680416 0 6.10679738.10679992.6.10679569.10679952 6 10679738 10679992 6 10679569 10679952 | 10 11 
1.0 CG8453-PA 5228 8778340 8781050 1 1.8781667.8781970.1.8776750.8777055 1 8781667 8781970 1 8776750 8777055 | 8 15 
0.01 CG30116-PA 5374 15017106 15048155 0 1.15023630.15023935.1.15023475.15023759 1 15023630 15023935 1 15023475 15023759 | 13 
0.91 CG17446-PA 5401 8712284 8714346 0 6.8714040.8714153.6.8711653.8711845 6 8714040 8714153 6 8711653 8711845 | 2 
0.08 CG4069-PA 5405 12230229 12232109 1 2.12236981.12237270.2.12231958.12232161 2 12236981 12237270 2 12231958 12232161 | 20 
0.05 CG14526-PB 5412 24071019 24073315 1 3.24070967.24071135.3.24068344.24068431 3 24070967 24071135 3 24068344 24068431 | 7 
0.06 CG2657-PB 5424 13256 16444 0 0.15750.15933.0.15737.15923 0 15750 15933 0 15737 15923 | 15 
0.96 CG8886-PB 5429 4783540 4784886 0 0.4784527.4784838.0.4782498.4782803 0 4784527 4784838 0 4782498 4782803 | 14 
1.0 CG17523-PA 5440 14955920 14956763 1 1.14960636.14960953.1.14955030.14955357 1 14960636 14960953 1 14955030 14955357 | 8 15 
0.62 CG10781-PA 5441 2891477 2892004 1 6.2891708.2891805.6.2888634.2888839 6 2891708 2891805 6 2888634 2888839 | 13 
1.0 CG7860-PA 5501 14632669 14634040 1 6.14635607.14635886.6.14617497.14617584 6 14635607 14635886 6 14617497 14617584 | 1 2 3 5 6 10 11 16 19 20 
0.41 CG7540-PA 5502 21016946 21022239 1 2.21018836.21019135.2.21016876.21017178 2 21018836 21019135 2 21016876 21017178 | 5 
0.06 CG17927-PI 5507 16333497 16355652 0 0.16357517.16357771.0.16354240.16354481 0 16357517 16357771 0 16354240 16354481 | 18 
1.0 CG6182-PA 5528 19524832 19526256 1 3.19530212.19530494.3.19524820.19525097 3 19530212 19530494 3 19524820 19525097 | 11 
0.10 CG6680-PA 5591 19893278 19895910 0 2.19903770.19904005.2.19895648.19895900 2 19903770 19904005 2 19895648 19895900 | 8 18 
0.59 CG13946-PA 5607 739290 739640 1 0.739373.739495.0.736512.736748 0 739373 739495 0 736512 736748 | 18 
0.41 CG13016-PA 5650 10752224 10753873 0 1.10758620.10758970.1.10753192.10753622 1 10758620 10758970 1 10753192 10753622 | 9 
0.02 CG42492-PC 5758 5157404 5177235 0 6.5173422.5173595.6.5173264.5173547 6 5173422 5173595 6 5173264 5173547 | 9 13 
0.01 CG3979-PB 5760 18440851 18457008 0 2.18455778.18455926.2.18455773.18455895 2 18455778 18455926 2 18455773 18455895 | 4 
1.0 CG43071-PA 5764 15400720 15400963 1 1.15400695.15400990.1.15398698.15398873 1 15400695 15400990 1 15398698 15398873 | 2 10 12 
0.56 CG6081-PA 5786 5012043 5014019 0 0.5013224.5013560.0.5012451.5012759 0 5013224 5013560 0 5012451 5012759 | 10 
0.80 CG7398-PA 5817 6097145 6102674 0 2.6104386.6104564.2.6098227.6098313 2 6104386 6104564 2 6098227 6098313 | 5 
0.25 CG32280-PC 5859 3023374 3027025 1 2.3024061.3024302.2.3020851.3021085 2 3024061 3024302 2 3020851 3021085 | 16 
1.0 CG15645-PA 5874 14618276 14619130 1 6.14635607.14635886.6.14617497.14617584 6 14635607 14635886 6 14617497 14617584 | 1 2 3 5 6 10 11 16 19 20 
1.0 CG14930-PA 5920 11215705 11216636 1 0.11218897.11219161.0.11214505.11214789 0 11218897 11219161 0 11214505 11214789 | 2 
1.0 CG14930-PA 5920 11215705 11216636 1 0.11218932.11219262.0.11213928.11214231 0 11218932 11219262 0 11213928 11214231 | 18 19 
1.0 CG2065-PA 5952 4391720 4393205 1 1.4394942.4395275.1.4389253.4389523 1 4394942 4395275 1 4389253 4389523 | 19 
0.32 CG7837-PA 5953 24975961 24979617 1 3.24981722.24981910.3.24978457.24978723 3 24981722 24981910 3 24978457 24978723 | 10 
1.0 CG13279-PA 5957 16355743 16357598 1 0.16357517.16357771.0.16354240.16354481 0 16357517 16357771 0 16354240 16354481 | 18 
1.0 CG9472-PA 5988 19127775 19130406 1 2.19130581.19130729.2.19119791.19119928 2 19130581 19130729 2 19119791 19119928 | 1 3 5 8 11 13 14 15 17 
1.0 CG9472-PA 5988 19127775 19130406 1 2.19132736.19132871.2.19123093.19123423 2 19132736 19132871 2 19123093 19123423 | 1 4 5 6 8 9 11 17 19 
0.01 CG1214-PA 5996 1296796 1313154 0 2.1306445.1306636.2.1306434.1306620 2 1306445 1306636 2 1306434 1306620 | 7 
0.08 CG2116-PA 5998 7597435 7599480 0 6.7599934.7600264.6.7599314.7599679 6 7599934 7600264 6 7599314 7599679 | 3 
1.0 CG13914-PA 6000 1255323 1255883 1 2.1257771.1258046.2.1254356.1254634 2 1257771 1258046 2 1254356 1254634 | 19 
0.11 CG9663-PA 6013 3154638 3163036 0 0.3155681.3156020.0.3155069.3155348 0 3155681 3156020 0 3155069 3155348 | 8 
1.0 CG11594-PA 6047 3910790 3913847 1 2.3915551.3915856.2.3910469.3910832 2 3915551 3915856 2 3910469 3910832 | 3 
1.0 CG11594-PA 6047 3910790 3913847 1 2.3920079.3920390.2.3910549.3910866 2 3920079 3920390 2 3910549 3910866 | 8 10 16 
0.06 CG30030-PA 6114 7959399 7960767 0 1.7961725.7961858.1.7960689.7960825 1 7961725 7961858 1 7960689 7960825 | 7 
0.11 CG31164-PA 6118 17477813 17479600 0 3.17481739.17481879.3.17479404.17479515 3 17481739 17481879 3 17479404 17479515 | 15 
0.11 CG5295-PB 6160 14418436 14428486 1 2.14428682.14429033.2.14427393.14427820 2 14428682 14429033 2 14427393 14427820 | 7 
0.52 CG1349-PA 6202 25944590 25945403 1 3.25944756.25945012.3.25944501.25944737 3 25944756 25945012 3 25944501 25944737 | 9 19 
0.19 CG11325-PC 6210 6484706 6489613 0 0.6485321.6485615.0.6483354.6483645 0 6485321 6485615 0 6483354 6483645 | 4 
0.85 CG8425-PA 6237 12677376 12680309 1 1.12679635.12679865.1.12674558.12674853 1 12679635 12679865 1 12674558 12674853 | 14 
0.11 CG6639-PA 6275 17013650 17015412 0 0.17014668.17014805.0.17014618.17014726 0 17014668 17014805 0 17014618 17014726 | 4 
0.77 CG3407-PA 6276 3662827 3665435 1 0.3667808.3667903.0.3663421.3663523 0 3667808 3667903 0 3663421 3663523 | 1 
1.0 CG14962-PA 6310 3021806 3024283 1 2.3024061.3024302.2.3020851.3021085 2 3024061 3024302 2 3020851 3021085 | 16 
0.05 CG12042-PA 6342 4395182 4396963 0 1.4394942.4395275.1.4389253.4389523 1 4394942 4395275 1 4389253 4389523 | 19 
0.03 CG43155-PC 6408 10781821 10798806 0 6.10786013.10786303.6.10785840.10786101 6 10786013 10786303 6 10785840 10786101 | 8 
0.03 CG43155-PC 6408 10781821 10798806 0 6.10796893.10797212.6.10796635.10797174 6 10796893 10797212 6 10796635 10797174 | 6 10 
0.34 CG4026-PA 6414 9464869 9471055 0 0.9473170.9474185.0.9468950.9469309 0 9473170 9474185 0 9468950 9469309 | 3 9 11 13 16 17 18 19 
0.22 CG4026-PA 6414 9464869 9471055 0 0.9475693.9475751.0.9469705.9469763 0 9475693 9475751 0 9469705 9469763 | 1 
1.0 CG8067-PA 6417 10559542 10560783 1 1.10561915.10562279.1.10542146.10542363 1 10561915 10562279 1 10542146 10542363 | 9 16 
0.09 CG8414-PA 6503 12656726 12660207 0 1.12659128.12659328.1.12659027.12659248 1 12659128 12659328 1 12659027 12659248 | 1 9 19 
0.82 CG14934-PA 6515 11522063 11524012 0 0.11526051.11526363.0.11522417.11522691 0 11526051 11526363 0 11522417 11522691 | 10 
0.38 CG9507-PA 6561 6173958 6176113 0 0.6178020.6178345.0.6175285.6175620 0 6178020 6178345 0 6175285 6175620 | 4 
1.0 CG14816-PA 6578 1623805 1624940 1 6.1624652.1624945.6.1623645.1623986 6 1624652 1624945 6 1623645 1623986 | 18 
0.90 CG4215-PA 6632 13942841 13946321 1 0.13945677.13945968.0.13940471.13940747 0 13945677 13945968 0 13940471 13940747 | 11 
0.78 CG17510-PC 6661 2450925 2452202 0 1.2451788.2451922.1.2448224.2448357 1 2451788 2451922 1 2448224 2448357 | 4 19 
1.0 CG1474-PA 6668 7925821 7927659 1 6.7929113.7929354.6.7921199.7921328 6 7929113 7929354 6 7921199 7921328 | 2 4 5 6 7 8 
1.0 CG1474-PA 6668 7925821 7927659 1 6.7929964.7930084.6.7921981.7922135 6 7929964 7930084 6 7921981 7922135 | 2 
0.40 CG8942-PA 6773 13551230 13553840 0 0.13551937.13552279.0.13546280.13546601 0 13551937 13552279 0 13546280 13546601 | 2 3 5 13 14 18 19 
1.0 CG5581-PA 6800 14845342 14846922 1 1.14847312.14847634.1.14844959.14845260 1 14847312 14847634 1 14844959 14845260 | 10 
0.82 CG18063-PC 6839 15534963 15536464 0 0.15537835.15538184.0.15535240.15535571 0 15537835 15538184 0 15535240 15535571 | 5 20 
1.0 CG18063-PC 6839 15534963 15536464 1 0.15538040.15538328.0.15534738.15535042 0 15538040 15538328 0 15534738 15535042 | 1 2 3 4 6 7 8 9 10 11 14 15 17 19 
0.04 CG8182-PB 6853 12063983 12067854 1 1.12063845.12064123.1.12061801.12062175 1 12063845 12064123 1 12061801 12062175 | 10 
0.87 CG13028-PA 6880 16507988 16508727 1 2.16508337.16508631.2.16506734.16507020 2 16508337 16508631 2 16506734 16507020 | 16 
0.04 CG32704-PA 6881 8672506 8676723 0 6.8675227.8675308.6.8675128.8675204 6 8675227 8675308 6 8675128 8675204 | 8 
0.11 CG1725-PM 6921 10695849 10723245 0 6.10714315.10714527.6.10711505.10712209 6 10714315 10714527 6 10711505 10712209 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
0.02 CG6975-PA 6939 19712041 19722276 0 2.19713380.19713539.2.19713366.19713532 2 19713380 19713539 2 19713366 19713532 | 5 
0.70 CG32483-PA 6960 653258 654827 0 2.654379.654688.2.653591.653886 2 654379 654688 2 653591 653886 | 7 
0.13 CG31627-PB 6966 20609036 20609950 0 0.20610092.20610371.0.20609830.20610122 0 20610092 20610371 0 20609830 20610122 | 13 
1.0 CG10281-PA 6989 2106944 2109091 1 3.2110307.2110557.3.2102352.2102621 3 2110307 2110557 3 2102352 2102621 | 13 
0.04 CG42629-PB 7024 12279401 12319072 0 6.12299066.12299782.6.12298378.12299118 6 12299066 12299782 6 12298378 12299118 | 7 
0.08 CG7227-PA 7038 7732124 7735437 0 0.7734623.7734857.0.7734609.7734850 0 7734623 7734857 0 7734609 7734850 | 7 
0.70 CG10251-PB 7104 19073290 19075933 0 3.19074881.19075153.3.19071626.19071939 3 19074881 19075153 3 19071626 19071939 | 3 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8512457.8513130.2.8498341.8498514 2 8512457 8513130 2 8498341 8498514 | 8 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8513315.8513895.2.8500236.8500515 2 8513315 8513895 2 8500236 8500515 | 8 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8515452.8516515.2.8502674.8503589 2 8515452 8516515 2 8502674 8503589 | 8 10 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8517117.8517417.2.8502361.8502927 2 8517117 8517417 2 8502361 8502927 | 8 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8518667.8519120.2.8497461.8498059 2 8518667 8519120 2 8497461 8498059 | 8 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8518772.8519186.2.8500624.8500772 2 8518772 8519186 2 8500624 8500772 | 1 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8518887.8519388.2.8502448.8503253 2 8518887 8519388 2 8502448 8503253 | 8 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8519459.8520189.2.8500848.8501422 2 8519459 8520189 2 8500848 8501422 | 11 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8520297.8520531.2.8500705.8501011 2 8520297 8520531 2 8500705 8501011 | 2 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8521181.8521640.2.8500872.8501546 2 8521181 8521640 2 8500872 8501546 | 10 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8521316.8521943.2.8500015.8500622 2 8521316 8521943 2 8500015 8500622 | 2 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8521399.8521697.2.8497398.8498626 2 8521399 8521697 2 8497398 8498626 | 8 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8522363.8522666.2.8500416.8500977 2 8522363 8522666 2 8500416 8500977 | 8 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8524267.8526072.2.8502756.8503632 2 8524267 8526072 2 8502756 8503632 | 13 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8524938.8525442.2.8502118.8502457 2 8524938 8525442 2 8502118 8502457 | 1 
1.0 CG32022-PA 7117 8502781 8503760 1 2.8526404.8526534.2.8501627.8501861 2 8526404 8526534 2 8501627 8501861 | 8 
0.03 CG3009-PC 7119 4243589 4251708 0 6.4248320.4248511.6.4248269.4248377 6 4248320 4248511 6 4248269 4248377 | 14 
1.0 CG12526-PA 7147 9293553 9294956 1 2.9295770.9295839.2.9292535.9292621 2 9295770 9295839 2 9292535 9292621 | 1 
0.40 CG9400-PB 7194 13382954 13398880 1 6.13405530.13405602.6.13392575.13392715 6 13405530 13405602 6 13392575 13392715 | 10 11 
0.52 CG3823-PA 7226 5825472 5828179 0 6.5828242.5828413.6.5826778.5827007 6 5828242 5828413 6 5826778 5827007 | 20 
0.10 CG4759-PA 7246 21020981 21022386 0 3.21020804.21021122.3.21020433.21020796 3 21020804 21021122 3 21020433 21020796 | 5 
1.0 CG17524-PA 7258 14957148 14957900 1 1.14960636.14960953.1.14955030.14955357 1 14960636 14960953 1 14955030 14955357 | 8 15 
1.0 CG10252-PA 7262 19072142 19073183 1 3.19074881.19075153.3.19071626.19071939 3 19074881 19075153 3 19071626 19071939 | 3 
0.15 CG4231-PA 7269 1460099 1461629 1 0.1460114.1460323.0.1458239.1458329 0 1460114 1460323 0 1458239 1458329 | 2 
0.92 CG4231-PA 7269 1460099 1461629 1 0.1461352.1461505.0.1459358.1459704 0 1461352 1461505 0 1459358 1459704 | 10 
0.27 CG10301-PB 7320 19087051 19088140 1 3.19087057.19087348.3.19086749.19087066 3 19087057 19087348 3 19086749 19087066 | 4 
0.18 CG3510-PA 7328 19219260 19223546 0 1.19220948.19221209.1.19220441.19220624 1 19220948 19221209 1 19220441 19220624 | 1 2 3 4 5 8 9 10 11 12 13 14 15 16 18 19 20 
1.0 CG3214-PA 7335 2467922 2468741 1 0.2472258.2472529.0.2463036.2463313 0 2472258 2472529 0 2463036 2463313 | 12 
1.00 CG2064-PA 7337 4393772 4395277 1 1.4394942.4395275.1.4389253.4389523 1 4394942 4395275 1 4389253 4389523 | 19 
0.43 CG33013-PC 7345 8956004 8959021 1 1.8957141.8957288.1.8953622.8953740 1 8957141 8957288 1 8953622 8953740 | 20 
0.62 CG5663-PA 7396 12875498 12877416 0 3.12879927.12880163.3.12876230.12876465 3 12879927 12880163 3 12876230 12876465 | 20 
1.0 CG33255-PB 7410 19115775 19116075 1 2.19118491.19118713.2.19115280.19115489 2 19118491 19118713 2 19115280 19115489 | 4 15 
0.42 CG10086-PA 7419 3505382 3508143 1 3.3506239.3506551.3.3501272.3501589 3 3506239 3506551 3 3501272 3501589 | 1 
1.0 CG1180-PA 7436 1149284 1149863 1 2.1151061.1151422.2.1141135.1141232 2 1151061 1151422 2 1141135 1141232 | 3 5 6 7 10 11 13 15 20 
1.0 CG1180-PA 7436 1149284 1149863 1 2.1151182.1151515.2.1138061.1138268 2 1151182 1151515 2 1138061 1138268 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
0.86 CG1180-PA 7436 1149284 1149863 1 2.1152686.1152870.2.1149363.1149444 2 1152686 1152870 2 1149363 1149444 | 18 
0.27 CG6134-PA 7471 22341668 22346546 0 3.22342699.22342992.3.22341162.22341458 3 22342699 22342992 3 22341162 22341458 | 14 
0.09 CG15082-PA 7504 15366924 15369107 0 1.15373139.15373361.1.15368904.15369127 1 15373139 15373361 1 15368904 15369127 | 8 
0.92 CG1179-PA 7507 1138040 1138536 0 2.1140842.1141222.2.1138079.1138268 2 1140842 1141222 2 1138079 1138268 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
0.96 CG1179-PA 7507 1138040 1138536 0 2.1151182.1151515.2.1138061.1138268 2 1151182 1151515 2 1138061 1138268 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
1.0 CG32256-PA 7533 3918108 3919874 1 2.3920079.3920390.2.3910549.3910866 2 3920079 3920390 2 3910549 3910866 | 8 10 16 
1.0 CG14929-PA 7550 11215174 11216767 1 0.11218897.11219161.0.11214505.11214789 0 11218897 11219161 0 11214505 11214789 | 2 
1.0 CG14929-PA 7550 11215174 11216767 1 0.11218932.11219262.0.11213928.11214231 0 11218932 11219262 0 11213928 11214231 | 18 19 
1.0 CG42370-PA 7575 6176270 6178237 1 0.6178020.6178345.0.6175285.6175620 0 6178020 6178345 0 6175285 6175620 | 4 
1.0 CG16873-PB 7619 13547606 13549164 1 0.13551937.13552279.0.13546280.13546601 0 13551937 13552279 0 13546280 13546601 | 2 3 5 13 14 18 19 
1.0 CG32364-PA 7637 8012354 8013448 1 2.8025547.8025609.2.8006114.8006255 2 8025547 8025609 2 8006114 8006255 | 4 
0.04 CG4798-PB 7683 13960140 13965757 0 1.13962012.13962217.1.13961999.13962215 1 13962012 13962217 1 13961999 13962215 | 12 
0.17 CG6416-PE 7687 8406929 8421135 0 2.8421729.8421994.2.8418765.8419029 2 8421729 8421994 2 8418765 8419029 | 20 
0.02 CG2125-PA 7706 24434 32710 0 4.31111.31274.4.31110.31262 4 31111 31274 4 31110 31262 | 19 
0.87 CG3919-PB 7714 14065455 14067577 0 2.14068868.14069074.2.14065733.14065922 2 14068868 14069074 2 14065733 14065922 | 14 
1.0 CG13608-PA 7731 19525846 19526563 1 3.19530212.19530494.3.19524820.19525097 3 19530212 19530494 3 19524820 19525097 | 11 
0.58 CG13160-PA 7737 8964210 8967720 1 1.8965988.8966253.1.8961795.8962095 1 8965988 8966253 1 8961795 8962095 | 14 
0.66 CG17921-PA 7741 18139628 18144900 0 1.18142879.18143092.1.18133788.18133981 1 18142879 18143092 1 18133788 18133981 | 2 
0.41 CG32751-PA 7773 5724853 5726775 1 6.5729620.5729860.6.5725985.5726115 6 5729620 5729860 6 5725985 5726115 | 12 
0.52 CG15009-PC 7791 4184761 4186008 0 2.4185119.4185415.2.4182425.4182712 2 4185119 4185415 2 4182425 4182712 | 4 
0.01 CG10413-PA 7857 18159971 18165244 1 0.18165438.18165620.0.18165195.18165519 0 18165438 18165620 0 18165195 18165519 | 5 
1.0 CG30076-PA 7922 11132567 11133889 1 1.11143141.11143456.1.11121478.11121657 1 11143141 11143456 1 11121478 11121657 | 6 7 14 
0.16 CG1082-PA 7929 3281193 3283081 0 3.3282538.3282804.3.3282512.3282767 3 3282538 3282804 3 3282512 3282767 | 2 
0.88 CG15438-PA 7930 4293342 4295295 0 0.4294762.4295059.0.4292675.4293090 0 4294762 4295059 0 4292675 4293090 | 9 
0.12 CG3095-PA 7947 1430874 1434526 0 6.1433842.1433918.6.1433476.1433553 6 1433842 1433918 6 1433476 1433553 | 8 
0.74 CG2794-PA 7978 537730 540030 0 0.540742.541086.0.538333.538704 0 540742 541086 0 538333 538704 | 7 
0.36 CG10247-PA 8000 11474466 11476153 0 1.11474961.11475068.1.11469403.11469605 1 11474961 11475068 1 11469403 11469605 | 19 
0.03 CG5541-PB 8007 14105715 14109484 1 6.14105549.14105829.6.14101823.14102083 6 14105549 14105829 6 14101823 14102083 | 8 
0.84 CG13225-PA 8018 7855121 7856659 0 1.7857998.7858337.1.7855361.7855552 1 7857998 7858337 1 7855361 7855552 | 2 4 6 8 10 11 17 18 
0.01 CG13225-PA 8018 7855121 7856659 0 1.7859328.7859420.1.7856642.7856786 1 7859328 7859420 1 7856642 7856786 | 4 8 
1.0 CG9883-PA 8045 2466354 2467878 1 0.2472258.2472529.0.2463036.2463313 0 2472258 2472529 0 2463036 2463313 | 12 
1.0 CG12366-PA 8098 10755882 10757268 1 1.10758620.10758970.1.10753192.10753622 1 10758620 10758970 1 10753192 10753622 | 9 
0.27 CG7722-PA 8110 7568775 7570230 1 1.7573659.7573891.1.7569832.7570074 1 7573659 7573891 1 7569832 7570074 | 19 
0.02 CG12781-PA 8118 19311076 19331460 0 1.19326500.19326839.1.19326383.19326514 1 19326500 19326839 1 19326383 19326514 | 6 7 20 
0.01 CG4574-PD 8187 296475 332856 0 0.303004.303287.0.302769.303050 0 303004 303287 0 302769 303050 | 17 
0.00 CG43119-PI 8195 7866899 7911730 0 2.7868711.7868889.2.7868703.7868863 2 7868711 7868889 2 7868703 7868863 | 10 
1.0 CG42566-PA 8200 19078052 19079399 1 1.19081050.19081528.1.19077084.19077807 1 19081050 19081528 1 19077084 19077807 | 1 6 12 17 
1.0 CG42566-PA 8200 19078052 19079399 1 1.19081256.19081495.1.19076701.19076920 1 19081256 19081495 1 19076701 19076920 | 2 
1.0 CG42566-PA 8200 19078052 19079399 1 1.19081773.19082143.1.19077354.19077739 1 19081773 19082143 1 19077354 19077739 | 3 5 
1.0 CG42566-PA 8200 19078052 19079399 1 1.19082552.19082879.1.19076756.19077027 1 19082552 19082879 1 19076756 19077027 | 4 14 18 
0.80 CG7650-PA 8234 15233344 15235017 1 2.15235283.15235491.2.15233678.15233949 2 15235283 15235491 2 15233678 15233949 | 16 
0.09 CG42368-PA 8242 6170484 6204156 0 0.6178020.6178345.0.6175285.6175620 0 6178020 6178345 0 6175285 6175620 | 4 
0.01 CG42368-PA 8242 6170484 6204156 0 0.6202033.6202230.0.6202024.6202206 0 6202033 6202230 0 6202024 6202206 | 8 
0.24 CG4004-PB 8266 11995198 11996692 0 6.11998361.11999000.6.11996338.11997207 6 11998361 11999000 6 11996338 11997207 | 6 16 
1.0 CG7788-PA 8272 24979944 24981895 1 3.24981722.24981910.3.24978457.24978723 3 24981722 24981910 3 24978457 24978723 | 10 
0.63 CG18143-PA 8300 45488 47357 1 3.49727.50043.3.46174.46441 3 49727 50043 3 46174 46441 | 15 
